product,unit,Doller,Derham,Euro,code
Corn Gluten Meal Animal Food High Quality New Product,TONS,960,3523.2,825.6,22
Feed Grade DCP 18%,TONS,300,1101,258,22
Fish Meal Livestocks Food,TONS,500,1835,430,22
Fish Meal Protein Powder,TONS,600,2202,516,22
Lysine HCl 98.5% for Animal Nutrition,TONS,1125,4128.75,967.5,22
Animal Feed Additives 98.5% L-Threonine,TONS,2800,10276,2408,22
Feed Grade Lysine HCl 98. % for Animal,TONS,1200,4404,1032,22
Mono-Dicalcium Phosphate,TONS,350,1284.5,301,22
72%Fish Meal for Fish Pig,TONS,500,1835,430,22
Animal Farm Feed Storage Silo,PCS,3500,12845,3010,22
Lysine Feed Additives Animal Food L-Lysine,TONS,1300,4771,1118,22
L-Threonine 98.5% (FEED GRADE),TONS,1460,5358.2,1255.6,22
Garlic Powder (100-120) Animal Feed,TONS,2600,9542,2236,22
Fat Powder for Milk Replacer or in-Filling,TONS,2000,7340,1720,22
Additive Grade HCl Sulfate L Lysine 98.5%,TONS,1200,4404,1032,22
"Animal Poultry Feed Pemix and Additive
",TONS,2000,7340,1720,22
Non Dairy Creamer Feed Addittive ,TONS,1000,3670,860,22
Feed Additives L-Lysine Animal Fodder 98.5%,TONS,1200,4404,1032,22
Wheat Gluten Flour Meal,TONS,1380,5064.6,1186.8,22
Hot Ganlvanized Steel Grain Storage Silo,PCS,5000,18350,4300,22
"18% TCP Tricalcium Phosphate 
",TONS,850,3119.5,731,22
High Quality Corn Gluten Meal,TONS,1000,3670,860,22
Fat Filled Dairy Blend,TONS,2000,7340,1720,22
Silica as Free Flow Agent for Animal Nutrition,TONS,800,2936,688,22
Garlic Powder (100-120) Animal Feed Grade,TONS,2600,9542,2236,22
L-Threonine 98.5% Feed Grade (Animal Feed),TONS,1460,5358.2,1255.6,22
Calcium Amino Acid Chelate Feed Additive for Aquatic Animal,TONS,2200,8074,1892,22
Amino Acid L-Lysine Animal Feed,TONS,1500,5505,1290,22
Animal Food Feed Grade L-Lysine 98.5%,TONS,1200,4404,1032,22
L-Threonine 98.5% Feed Grade,TONS,1460,5358.2,1255.6,22
Ingredient Lysine Hydrochloride 98.5% for Feed Additives,TONS,1125,4128.75,967.5,22
Feed Grade Amino Acid Threonine,TONS,1200,4404,1032,22
"Methionine Zinc for Animal Feed Aquatic Feed
",TONS,6000,22020,5160,22
L-Threonine 98.5% Feed Grade ,TONS,1460,5358.2,1255.6,22
L-Threonine 98.5% (FEED GRADE) for Animal Feed,TONS,1460,5358.2,1255.6,22
Feed Grade Animal Feed Additives 98.5% L-Threonine,TONS,2100,7707,1806,22
Additives Methionine/Lysine/ Lysine Methionine,TONS,4500,16515,3870,22
Non Dairy Creamer Feed Addittive for Pet,TONS,2000,7340,1720,22
L-Threonine98.5% Feed Grade,TONS,1460,5358.2,1255.6,22
Amino Acid Lysine Hydrochloride 98.5% in Feed Industry,TONS,1125,4128.75,967.5,22
OEM/ODM Wireless IP Camera with 128g SD Card,PCS,29,106.43,24.94,23
IP Security Smart Network Camera,PCS,28,102.76,24.08,23
Smart Home CCTV Auto Tracking WiFi IP Camera,PCS,29.5,108.265,25.37,23
4MP P2p Poe IR60m PTZ IP Camera,PCS,184,675.28,158.24,23
CCTV Pipe Sewer Drain Scope Inspection Crawler,SETS,38000,139460,32680,23
300m Night Vision Infrared Laser PTZ CCTV ,PCS,2000,7340,1720,23
Waterproof 4MP 20X Optical Zoom PTZ Camera,PCS,5000,18350,4300,23
Security IP CCTV Graffiti Miniature Camera,PCS,28,102.76,24.08,23
Wireless Surveillance CCTV Camera,PCS,15,55.05,12.9,23
Home Surveillance CCTV Wireless IP Video Camera,PCS,13,47.71,11.18,23
Video Audio Surveillance Integrated DVR,PCS,199,730.33,171.14,23
Panoramic Waterproof Surveillance IR Fisheye CCTV,PCS,330,1211.1,283.8,23
1000V PVC / XLPE Insulated Power Cable,M,60,220.2,51.6,23
0.6/1kv Copper Conductor XLPE Insulated PVC Cable,M,70,256.9,60.2,23
Aluminum Wire Armored Cables Single Core (AWA),M,65,238.55,55.9,23
GYTA Outdoor Sm 9/125 Armored Fiber Optic Cable,M,0.5,1.835,0.43,23
Competitive Cat5e Network Cable,BOX,55,201.85,47.3,23
armor swa armor electric power wire cable,M,1,3.67,0.86,23
Sc/Upc-LC/Upc Sm Dx Fiber Patch Cord,PCS,2.2,8.074,1.892,23
IP66 Water Resistant CCTV Car Rear View Camera,PCS,21,77.07,18.06,23
CCTV DVR Surveillance Equipment Bullet IP Camera,PCS,50,183.5,43,23
CCTV System 1080P 8CH HD Wireless NVR Kit Outdoor IR Night Vision ,PCS,450,1651.5,387,23
3.0MP Waterproof CCTV Surveillance,PCS,22,80.74,18.92,23
Outdoor Flood Light LED Power Supply 30W 36V,PCS,5.98,21.9466,5.1428,23
Waterproof LED Triac Dimmable Power Supply,PCS,61.9,227.173,53.234,23
20W 3A AC DC LED Power Supply with CE,PCS,8,29.36,6.88,23
Outdoor LED Driver 250W 36V IP65,PCS,38.55,141.4785,33.153,23
Electronic Static AC Power Voltage Stabilizer,SETS,10000,36700,8600,23
Digital Display Relay Type Automatic Voltage Stabilizer,PCS,19.9,73.033,17.114,23
Static and Servo Automatic Voltage Stabilizer,PCS,60000,220200,51600,23
10K-2500kVA Automatic Voltage Regulator/Stabilizer,PCS,1300,4771,1118,23
Digital Control Automatic Static Voltage Regulator,PCS,40000,146800,34400,23
10kVA-3000kVA Static AC Voltage Stabilizer 3pH,PCS,9500,34865,8170,23
1000va Wall- Mounted Type Voltage Stabilizer,PCS,19.9,73.033,17.114,23
Full-Automatic Compensated Voltage Stabilizer (SBW),PCS,1450,5321.5,1247,23
Wood Veneer Glue for Veneer Sticking/Laminating,TONS,1000,3670,860,24
Two-Component Primer for TPR Material 794K1+B,Barrel,32.4,118.908,27.864,24
Shoe Making Rubber Primer Double Component 001ga+B,Barrel,35,128.45,30.1,24
Water Based Paper Adhesive Glue for Making Paper Tube/Can,TONS,460,1688.2,395.6,24
Glue Stick for Paper Tube/Paper Can,TONS,455,1669.85,391.3,24
PUR hot melt glue T8052 ,KGS,100,367,86,24
Ceramic Epoxy Resin Adhesive Glue,TONS,2000,7340,1720,24
Hot Melt Glue for Diaper Construction,TONS,5000,18350,4300,24
Hot Melt Adhesive for Packing Industry,TONS,4000,14680,3440,24
Sanitary and Diaper Construction Glue,TONS,3000,11010,2580,24
Pur Adhesive for Textile Lamination (PUR360),TONS,9000,33030,7740,24
Hot Melt Adhesive for Automobile Industry,TONS,8000,29360,6880,24
Honeycomb Paper Pallets Hot Melt Adhesives,TONS,4000,14680,3440,24
Hanshifu Non-Toxic Liquid PVAC Wood White Glue,TONS,985,3614.95,847.1,24
Smelting Bone Glue,TONS,2700,9909,2322,24
Solvent Based Adhesive Glue,TONS,2000,7340,1720,24
Two-Component Solvent-Based Oil Glue ,TONS,2500,9175,2150,24
Single Component High-Strength Solvent Based Adhesive,TONS,2200,8074,1892,24
Single Component Oil Glue with High Viscosity,TONS,2200,8074,1892,24
Two-Component Solvent Based Removable Adhesive Glue,TONS,2100,7707,1806,24
White Latex Wood Veneer Lamination Glue,TONS,630,2312.1,541.8,24
Animal Bone Glue for Bookbinding,TONS,5000,18350,4300,24
Polyvinyl Acetate Emulsion Resins White Latex Glue,TONS,850,3119.5,731,24
Mould Proof Acetic Glass Adhesive,PCS,971,3563.57,835.06,24
Special Sealant for Stair Handrails/Silicone Sealant ,PCS,970,3559.9,834.2,24
Waterproof  Neutral Silicone Sealant YT-9286-7,PCS,970,3559.9,834.2,24
Industrial Metal to Metal Glue,TONS,2000,7340,1720,24
Raw Materials Industry Glue PU Adhesive,TONS,2000,7340,1720,24
Industrial Adhesive Glue Polyurethane Adhesive,TONS,1990,7303.3,1711.4,24
Polyurethane Glue for Rubber Flooring,TONS,2500,9175,2150,24
Vertical Milling CNC Machine Spear Parts,PC,10,36.7,8.6,25
Bear of Truck Spear Part,PC,16,58.72,13.76,25
Casting Parts with Spear Heads/Iron Flowers,PC,1,3.67,0.86,25
68h Contra Angle Dental Handpiece,PC,50,183.5,43,25
Copper Casting Machine Spear Part,PC,10,36.7,8.6,25
Cold Drawn Alloy Steel Auto Spear Parts,TONS,800,2936,688,25
Professional Car CNC Machining,PC,10,36.7,8.6,25
Professional CNC Bike Spear Machining Parts,PC,10,36.7,8.6,25
Shenzhen High Demand Polishing CNC Spear Parts,PC,10,36.7,8.6,25
Electronics Spear Part with Precison Punching Process,PC,0.5,1.835,0.43,25
CNC Machining Service,PC,10,36.7,8.6,25
Cold Hot Foging Parts with Sand Blasting,TONS,2000,7340,1720,25
Custom Grey Iron Sand Casting Parts with Sand Blasting,TONS,2000,7340,1720,25
34116860016 BMW Mini Cooper Brake Pads Replacement ,SET,8,29.36,6.88,25
Centrifugal Mining Machinery 30 Kw 100 M3/H,SET,800,2936,688,25
Elevator Overload Measurement (SN-EOM-370),PC,70,256.9,60.2,25
Nordson Powder Spray Gun Spare Parts,PC,4.5,16.515,3.87,25
Elevator Parts Safety Gear CB300,PC,80,293.6,68.8,25
Agricultural Machinery Spare Parts,PC,100,367,86,25
The Sure Coat Painting Gun Parts,PC,39.4,144.598,33.884,25
Powder Coating Gun Spare Part,PC,45.7,167.719,39.302,25
Vertical Milling CNC Machine Spear Parts Operations,PC,10,36.7,8.6,25
Decorative Forging Foundry Wrought Iron Forged Parts,PC,3,11.01,2.58,25
Elevator Fans with CE and ISO9001 Certification,PC,200,734,172,25
Electrostatic Gun Accessories (Flat nozzle),PC,12,44.04,10.32,25
Overload Sensor for Elevator (SN-EOM-370 & SN-EOM-A),PC,70,256.9,60.2,25
Excavator Spare Parts Dustpan Bucket,PC,1000,3670,860,25
Elevator Limit Switch for Hoistway,PC,10,36.7,8.6,25
Yuchai Parts Engine,PC,3000,11010,2580,25
Hydraulic Vibrating Plate Compactor for Komatsu200 Excavator,PC,1000,3670,860,25
Electrostatic Spray Gun Resistor 134385,PC,79,289.93,67.94,25
Electrostatic Spray Gun Resistor 134376,PC,31,113.77,26.66,25
Resistor for Spray Gun,PC,36,132.12,30.96,25
"Wear Parts Tillage Tools, Tungsten Carbide",PC,30,110.1,25.8,25
R32 Flame Jet Cutting Machine Burner ,PC,199,730.33,171.14,25
OEM Factory Wrought Iron Products,TONS,1400,5138,1204,25
Wrought Iron Accessories for Iron Stair,PC,10,36.7,8.6,25
Touch Screen Digitizer for Alcatel Ot6040,PC,10.5,38.535,9.03,25
Reversible Chisel Spikes for Agriculture Parts,PC,30,110.1,25.8,25
Flame Jet Burner for Cutting Rocks,PC,199,730.33,171.14,25
Casting Agricultural Machinery Parts,PC,30,110.1,25.8,25
Flame Jet Burner for Cutting Rocks Efficiently,PC,199,730.33,171.14,25
"Cultivator Shovels, Tillage Machine Parts",PC,30,110.1,25.8,25
Earth Drill Bit Set (HS-ERD-007),PC,100,367,86,25
Earth Drill Attachments (HS-EDP-009),PC,100,367,86,25
Earth Drill Attachments-Vertical Auger (HS-EAP-007),PC,100,367,86,25
Motorcycle Parts-Handle Switch Dt125 for YAMAHA,PC,3.5,12.845,3.01,25
70cc Motorcycle Valve,PC,12,44.04,10.32,25
"YAMAHA125cc Cylinder, Motorcycle Engine",PC,11,40.37,9.46,25
Precision Cheap Bronze Alloy 6061 Spear Parts,PC,10,36.7,8.6,25
Rear Brake Pad Disc D1354 OEM 04466-12130,PC,10,36.7,8.6,25
Customized Forged Steel Decorative Spear,TON,6850,25139.5,5891,25
CE Approved 70HP Farm Tractor,PC,7000,25690,6020,25
Watch Spear Parts CNC Machining Service,PC,10,36.7,8.6,25
Ornamental Parts Wrought Iron Spear Head,TON,1500,5505,1290,25
Agriculture Parts Bale Handler Hay Spear Frame,PC,80,293.6,68.8,25
Spring Steel Spear Shaft with Ppap,PC,3,11.01,2.58,25
Kone Elevator Spear Parts Km878240g01,PC,70,256.9,60.2,25
UPVC Handle Type Butterfly Valve ,PC,12,44.04,10.32,25
CPVC Diaphragm Valve,PC,7,25.69,6.02,25
PVDF Handle Type Butterfly Valve,PC,30,110.1,25.8,25
Split-Body Carbon Steel Industrial Flanged Trunnion Ball Valve,PC,150000,550500,129000,25
2PC Industrial Ball Valve Dn32,PC,5.53,20.2951,4.7558,25
PVC butterfly valve,PC,3000,11010,2580,25
Ductile Iron Flanged Gate Valve for Drinking Water,PC,200,734,172,25
UL Listed OS&Y Type Cast Steel Flanged Gate Valve,PC,219,803.73,188.34,25
Screw NPT or Bsp Ends,PC,145,532.15,124.7,25
RF Industrial Flanged Ball Valve (Q41F-16P),PC,15.8,57.986,13.588,25
Mounted Trunnion Ball Valve with Flange RF Ends,PC,50,183.5,43,25
PVC Plastic Diaphragm Valve/Ball,PC,120,440.4,103.2,25
API 6D Industrial Swing Check Valve,PC,48,176.16,41.28,25
Forged Steel Flanged Swing Check Valve,PC,299,1097.33,257.14,25
Lug Plastic PVC Butterfly Valve by ANSI,PC,9,33.03,7.74,25
Casting Steel Flanged Industrial Globe Valve,PC,80000,293600,68800,25
Wafer Motorized Industrial Butterfly Valve,PC,15,55.05,12.9,25
Pneumatic Diaphragm Valve,PC,5,18.35,4.3,25
Flange RF or Bw Cast & Forged Wedge Gate Valve,PC,145,532.15,124.7,25
Flanged Butterfly Control Valve,PC,980,3596.6,842.8,25
Wafer Type Butterfly Valve with Gear Operator,PC,39.9,146.433,34.314,25
Flange Split-Body Carbon Steel Trunnion Ball Valve,PC,2000,7340,1720,25
Swing Type PVC Plastic Water Check Valve,PC,20,73.4,17.2,25
Double Eccentric Flanged Butterfly Valve,PC,100,367,86,25
Pharmacy Industrial Sanitary Diaphram Valve,PC,40,146.8,34.4,25
CPVC Worm Gear Butterfly Valve,PC,82,300.94,70.52,25
Pneumatic Solenoid Pulse Valve,PC,70,256.9,60.2,25
150 Lb Casting Stainless Steel Flanged,PC,80000,293600,68800,25
DIN Wcb Flanged Globe Valve,PC,10,36.7,8.6,25
Forged Steel Sw Industrial Globe Valve,PC,80000,293600,68800,25
3A Pharmaceutical Diaphragm Valve,PC,500,1835,430,25
PVC Pneumatic Ball Valve,PC,50,183.5,43,25
Double Shaft Soft Seat Wafer Butterfly Valve,PC,980,3596.6,842.8,25
Carbon Steel Lug Industrial Check Valve,PC,299,1097.33,257.14,25
Rising Stem Flanged Industrial Gate Valve,PC,10,36.7,8.6,25
Cast Carbon Steel Rinsing Stem Gate Valve,PC,220,807.4,189.2,25
Back Wash Filter Automatic Valve,SET,53,194.51,45.58,25
ANSI 300lb Stainless Steel Industrial Gate Valve,PC,10,36.7,8.6,25
,,,0,0,25
conductive silicone rubber tubing ,,20,73.4,17.2,25
24V Accessory Power plug  ,,23,84.41,19.78,25
HEPA-VENT leak flow filter set  ,,74,271.58,63.64,25
Motor flexible drive coupling  ,,237,869.79,203.82,25
Pillow block o-ring set  ,,8,29.36,6.88,25
Fluid connector manifold o-ring set  ,,8,29.36,6.88,25
Classifier sealing o-ring set  ,,14,51.38,12.04,25
Main PCB fuse set  ,,8,29.36,6.88,25
Sheath air flowmeter  ,,375,1376.25,322.5,25
AAC Lid Seal  ,,75,275.25,64.5,25
Replacement drive belt  ,,26,95.42,22.36,25
Stylus for AAC touch-screen  ,,3,11.01,2.58,25
Replacement motor and looms for AAC  ,,1698,6231.66,1460.28,25
Replacement sheath thermocouple assembly for AAC  ,,90,330.3,77.4,25
Set of 100 replacement filter papers for 500-series  ,,438,1607.46,376.68,25
CLD500 Sample head glass rod  ,,554,2033.18,476.44,25
CLD tube removal tool. For removing CLD tube from  ,,347,1273.49,298.42,25
fNOx400 Sample head heater and T/C loom  ,,1382,5071.94,1188.52,25
CLD500 Sample head insulation,,231,847.77,198.66,25
CLD500 standard length exhaust heated sample probe  ,,1703,6250.01,1464.58,25
CLD500 sample head seal kit,,251,921.17,215.86,25
Ozone restrictor assembly,,138,506.46,118.68,25
2kg of drier desiccant for ozone generator with built-in  ,,230,844.1,197.8,25
CLD500 Sample head screw kit  ,,38,139.46,32.68,25
In-line sample filter kit with replaceable paper elements  ,,2222,8154.74,1910.92,25
CLD500 standard length in-cylinder heated sample probe,,1703,6250.01,1464.58,25
CLD500 custom length exhaust heated sample probe  ,,1928,7075.76,1658.08,25
CLD500 custom length in-cylinder heated sample probe  ,,1928,7075.76,1658.08,25
CLD500 standard length exhaust heated sample probe,,1740,6385.8,1496.4,25
CLD500 standard length in-cylinder heated sample  ,,1778,6525.26,1529.08,25
CLD500 custom length in-cylinder heated sample probe  ,,2003,7351.01,1722.58,25
Service Kit for Ozone Destroyer Catalyst Assembly  ,,293,1075.31,251.98,25
NOx converter complete tools and Spares Kit,,291,1067.97,250.26,25
NOx converter heater and thermocouple block assembly,,927,3402.09,797.22,25
NOx converter insulation ,,278,1020.26,239.08,25
HFR500 2-stage vac bleed filter  ,,162,594.54,139.32,25
"Non-keyed connector (brass, inlet 6mm size gas)",,62,227.54,53.32,25
Green-keyed stainless steel gas connector,,119,436.73,102.34,25
M14 Sampling Spark Plug body,,6294,23098.98,5412.84,25
M12 Sampling Spark Plug body,,6294,23098.98,5412.84,25
Sampling Spark Plug Kit including: M14 Spark Plug  ,,10737,39404.79,9233.82,25
Sampling Spark Plug Kit including: M12 Spark Plug  ,,10887,39955.29,9362.82,25
Calibration Adaptor to fit standard 150mm rigid,,738,2708.46,634.68,25
Tip seal for 10C or 5C dry scroll vacuum pump,,435,1596.45,374.1,25
"1m-long Cleaning Wires (set of 5, for cleaning heated)",,50,183.5,43,25
Set of 50 copper ferrules (1/8in),,38,139.46,32.68,25
Set of 50 copper ferrules (3/16in),,38,139.46,32.68,25
Full set of User Manuals (for CLD500)  ,,71,260.57,61.06,25
In-line filter elements ,,93,341.31,79.98,25
Two-litre can of Anderol vacuum pump oil refill,,113,414.71,97.18,25
Calibration Adaptor to fit custom length sample probe  ,,783,2873.61,673.38,25
Tip seal for XDS35i dry scroll vacuum pump,,435,1596.45,374.1,25
Tripod and Ball Head assembly for Sample Heads,,602,2209.34,517.72,25
RS232 USB COM Port and cable,,114,418.38,98.04,25
Tip seal for 10C or 5C dry scroll vacuum pump,,321,1178.07,276.06,25
NO2 conveter kit for 2 channels including 2 converters,,12726,46704.42,10944.36,25
CLD500 One-year maintenance and technical support  ,,5589,20511.63,4806.54,25
Service (inc. strip-down; ultra-sound clean,,1728,6341.76,1486.08,25
Yellow (0.65mm) Flow Restrictor,,47,172.49,40.42,25
Red (1.0mm) Flow Restrictor,,47,172.49,40.42,25
Green (1.4mm) Flow Restrictor,,47,172.49,40.42,25
Blue (1.7mm) Flow Restrictor,,47,172.49,40.42,25
CLD tube holder (exhaust) with high-temperature o-ring  ,,347,1273.49,298.42,25
CLD tube holder (in-cylinder) with high-temperature  ,,347,1273.49,298.42,25
Silver (1.2mm) Flow Restrictor,,47,172.49,40.42,25
Set of pipes and clamps (For fitting a 15m³/hour),,206,756.02,177.16,25
Set of pipes and clamps (For fitting a 15m³/hour),,477,1750.59,410.22,25
1 metre length of conductive silicone rubber tubing  ,,26,95.42,22.36,25
Foam inserts for CPMA cardboard box,,912,3347.04,784.32,25
Reusable flight case suitable for CPMA  ,,1727,6338.09,1485.22,25
Cardboard box for Cambustion instruments  ,,50,183.5,43,25
2m mains power cable with 16A IEC socket and UK  ,,32,117.44,27.52,25
2m mains power cable with 16A IEC socket and Schuko  ,,32,117.44,27.52,25
2m mains power cable with 16A IEC socket and NEMA  ,,56,205.52,48.16,25
M3 x 12 ss csk hex screw  ,,3,11.01,2.58,25
M4 x 16 CSK screw for classifier pulley  ,,3,11.01,2.58,25
Motor pulley bearing  ,,21,77.07,18.06,25
24V Accessory Power plug  ,,23,84.41,19.78,25
Motor flexible drive coupling  ,,237,869.79,203.82,25
"Classifier pulley, large  ",,417,1530.39,358.62,25
"Classifier pulley, small  ",,302,1108.34,259.72,25
"Motor pulley, large  ",,279,1023.93,239.94,25
"Motor pulley, small  ",,209,767.03,179.74,25
Lid sealing gasket  ,,60,220.2,51.6,25
Replacement plastic skirt for CPMA  ,,248,910.16,213.28,25
Drive belt for outer cylinder  ,,18,66.06,15.48,25
Drive belt for inner cylinder  ,,18,66.06,15.48,25
Replacement motor and looms for CPMA  ,,1698,6231.66,1460.28,25
USB to RS232 serial adapter cable  ,,36,132.12,30.96,25
Torque driver blade  ,,15,55.05,12.9,25
Torque driver  ,,195,715.65,167.7,25
Classifier pulley magnet  ,,6,22.02,5.16,25
Classifier pulley thrust screw  ,,17,62.39,14.62,25
Classifier pulley grub screw  ,,3,11.01,2.58,25
DMS500 Sample mass flow meter (including  ,,341,1251.47,293.26,25
"BS154 O ring, Classifier to Charger joint",,3,11.01,2.58,25
Insulating cover for inlet end of DMS sample line  ,,267,979.89,229.62,25
Replacement reusable shipping crate for DMS500  ,,891,3269.97,766.26,25
DMS500 Space charge guard assembly  ,,900,3303,774,25
DMS500 classifier cleaning wipes  ,,41,150.47,35.26,25
"Non-keyed connector (brass, For inlet 6mm size gas)",,62,227.54,53.32,25
DMS500 Complete tools and Spares Kit excluding  ,,1497,5493.99,1287.42,25
Replacement screw set for DMS500 MkII  ,,57,209.19,49.02,25
2m mains power cable with 16A IEC socket and UK  ,,32,117.44,27.52,25
2m mains power cable with 16A IEC socket and NEMA  ,,56,205.52,48.16,25
USB Ethernet adaptor,,60,220.2,51.6,25
Replacement Ethernet Adaptor Card  ,,332,1218.44,285.52,25
"DMS500 5 metre Heated Sample Line, with BSP/ISO  ",,9863,36197.21,8482.18,25
DMS500 Re-calibration of system (spherical calibration)  ,,5685,20863.95,4889.1,25
DMS500 Empirical soot calibration for Diesel engine,,1839,6749.13,1581.54,25
DMS500 Re-calibration of system (spherical calibration)  ,,5624,20640.08,4836.64,25
DMS500 Calibration check (5-1000nm),,2033,7461.11,1748.38,25
AK Protocol Remote Control,,1764,6473.88,1517.04,25
Membrane air drier for compressed air,,698,2561.66,600.28,25
DMS500 Cleaning of the heated sampling line,,375,1376.25,322.5,25
6m length of high temperature conductive PTFE/Teflon  ,,71,260.57,61.06,25
Membrane air drier for compressed air (Inch fittings)  ,,698,2561.66,600.28,25
