product	unit	Doller	Derham	Euro	code		
Corrosion Resistant Stainless Steel Sheet Pipe Bar	TONS	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	14		
Seamless and Welded Carbon Steel Pipe	PCS	 $500.00 	" € 1,835.00 "	 € 430.00 	14		
Precise Cold Drawn Seamless Steel Pipe DIN2391	TONS	 $798.00 	" € 2,928.66 "	 € 686.28 	14		
Precision Carbon Steel Pipe for Automobile and motorcycle	TONS	 $900.00 	" € 3,303.00 "	 € 774.00 	14		
Big Size Longitudinal Welded Steel Pipe	TONS	 $600.00 	" € 2,202.00 "	 € 516.00 	14		
Steel Wire Spiral Hydraulic Pipe (SAE100 R9)	MS	 $13.49 	 € 49.51 	 € 11.60 	14		
ERW Galvanized Steel Pipe Factory	TONS	 $580.00 	" € 2,128.60 "	 € 498.80 	14		
Precised Cold Drawn Seamless Steel Pipe	TONS	 $798.00 	" € 2,928.66 "	 € 686.28 	14		
201 304 ERW Stainless Steel Seamless Pipe	TONS	" $2,500.00 "	" € 9,175.00 "	" € 2,150.00 "	14		
API 5L X52ns Psl1/Psl2 Seamless Steel Pipe	TONS	 $650.00 	" € 2,385.50 "	 € 559.00 	14		
304 316 316L 321 Seamless Stainless Steel Pipe for Decoration	TONS	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	14		
Dipped Galvanized Steel Pipe	TONS	 $730.00 	" € 2,679.10 "	 € 627.80 	14		
ASTM API 5L Black Carbon Steel Pipe	TONS	 $500.00 	" € 1,835.00 "	 € 430.00 	14		
Custom Plastic Tool Box	PCS	 $2.80 	 € 10.28 	 € 2.41 	15		
Twinwall Plastic Box Corrugated PP Board Box with Lid	PCS	 $2.00 	 € 7.34 	 € 1.72 	15		
Food Grade Plastic Containing Box PP	PCS	 $8.00 	 € 29.36 	 € 6.88 	15		
Velvet Factory Clamshell Jewelry 	PCS	 $7.00 	 € 25.69 	 € 6.02 	15		
Red Square Clamshell Packaging SETS Box	PCS	 $8.00 	 € 29.36 	 € 6.88 	15		
Portable Plastic TROLLey Food Cooler Box	PCS	 $6.00 	 € 22.02 	 € 5.16 	15		
Kids Plastic Lunch Boxes - Double Layer Bento	PCS	 $3.00 	 € 11.01 	 € 2.58 	15		
Corrugated Plastic Turnover Box	PCS	 $5.00 	 € 18.35 	 € 4.30 	15		
Cee IP67 Plastic Waterproof Plug and Socket Box	PCS	" $1,800.00 "	" € 6,606.00 "	" € 1,548.00 "	15		
Paper/Plastic/Leather Three Layers Jewelry SETS 	PCS	 $11.00 	 € 40.37 	 € 9.46 	15		
Cee IP67 Plastic Waterproof Plug and Socket Box	PCS	 $300.00 	" € 1,101.00 "	 € 258.00 	15		
12V Plastic Portable Battery Box	PCS	 $40.00 	 € 146.80 	 € 34.40 	15		
Plastic Mesh Bulk Pallet Packaging Box	PCS	 $140.00 	 € 513.80 	 € 120.40 	15		
4 Port ABS Mini Fiber Optic Termination Box	PCS	 $30.00 	 € 110.10 	 € 25.80 	15		
Plastic Logistic Collapsible Bin	PCS	 $95.00 	 € 348.65 	 € 81.70 	15		
Collapsible Plastic Pallet Box 1200*1000*1000mm	PCS	 $133.00 	 € 488.11 	 € 114.38 	15		
Solar Combiner Boxes 2 in 2 out	PCS	 $100.00 	 € 367.00 	 € 86.00 	15		
Ice High Quality Plastic Combination Socket Box	PCS	 $30.00 	 € 110.10 	 € 25.80 	15		
Plastic Ice Box Rotomolded Portable Insulated Cooler Boxes	PCS	 $200.00 	 € 734.00 	 € 172.00 	15		
Industry Reusable Stackable Big Plastic Pallet Box with Lid	PCS	 $100.00 	 € 367.00 	 € 86.00 	15		
IP67 Waterproof ABS Plastic Electrical Junction Box	PCS	 $200.00 	 € 734.00 	 € 172.00 	15		
Plastic Machinery for Mold Temperature Controller	PCS	" $1,889.00 "	" € 6,932.63 "	" € 1,624.54 "	16		
Plastic EPE Foam Extruder Machinery 	PCS	" $42,000.00 "	" € 154,140.00 "	" € 36,120.00 "	16		
PS Film Laminated Process Machine	SETS	" $15,000.00 "	" € 55,050.00 "	" € 12,900.00 "	16		
Automatic Plastic Pet Bottle 	PCS	" $25,000.00 "	" € 91,750.00 "	" € 21,500.00 "	16		
2000bph Pet Drinking Beverage Water Bottle 	PCS	" $15,000.00 "	" € 55,050.00 "	" € 12,900.00 "	16		
Biodegradable Polythene Plastic 	SETS	" $30,000.00 "	" € 110,100.00 "	" € 25,800.00 "	16		
Pure Water Beverage Bottle Blow Molding Pet Plastic Machinery Price	PCS	" $55,000.00 "	" € 201,850.00 "	" € 47,300.00 "	16		
Automatic BOPS Plastic Thermoforming Machine	SETS	" $40,000.00 "	" € 146,800.00 "	" € 34,400.00 "	16		
Plastic PVC Electric Plug Data Cable Injection Molding Machine	SETS	" $17,187.00 "	" € 63,076.29 "	" € 14,780.82 "	16		
25L Plastic HDPE Jerry Can Blow Molding Machine (ABLD80)	SETS	" $30,000.00 "	" € 110,100.00 "	" € 25,800.00 "	16		
DC AC Power Plug Vertical Plastic Injection Molding	SETS	" $8,281.00 "	" € 30,391.27 "	" € 7,121.66 "	16		
Pet Bottle Blowing Making Machine	PCS	" $10,000.00 "	" € 36,700.00 "	" € 8,600.00 "	16		
Two Head Ruidi 1325 Laser Cutting Engraving Machine	PCS	" $7,000.00 "	" € 25,690.00 "	" € 6,020.00 "	16		
HDPE LDPE PE Blown Film Extruder Agriculture Polyethylene 	SETS	" $20,000.00 "	" € 73,400.00 "	" € 17,200.00 "	16		
Plastic Bottles Injection Blow Molding Machine	SETS	" $25,000.00 "	" € 91,750.00 "	" € 21,500.00 "	16		
Full Automatic Rotary Table Plastic Injection Molding Machines	SETS	" $16,935.00 "	" € 62,151.45 "	" € 14,564.10 "	16		
Plastic Bottle Blowing Extrusion Blow Molding Machine	PCS	" $19,200.00 "	" € 70,464.00 "	" € 16,512.00 "	16		
Automatic Pet Bottle Cap and Preform Embryo Plastic 	PCS	" $18,000.00 "	" € 66,060.00 "	" € 15,480.00 "	16		
Acrylic Diamond Polishing & Plastic Edge Trimming Machine	PCS	" $10,000.00 "	" € 36,700.00 "	" € 8,600.00 "	16		
Bowl Thermoforming Machine for PP PS Pet Material	PCS	" $24,400.00 "	" € 89,548.00 "	" € 20,984.00 "	16		
Full Automatic 2 Cavities Bottle Blowing Machine for Plastic Can	PCS	" $20,000.00 "	" € 73,400.00 "	" € 17,200.00 "	16		
Manufacturer High Speed Plastic Film Blowing Machine	SETS	" $18,300.00 "	" € 67,161.00 "	" € 15,738.00 "	16		
High Speed PE PP PVC Plastic Rattan Extruder Machine	SETS	" $15,000.00 "	" € 55,050.00 "	" € 12,900.00 "	16		
Plastic Small HDPE Bottle Toy -Making Automatic Blower Blowing	PCS	" $20,000.00 "	" € 73,400.00 "	" € 17,200.00 "	16		
Aluminum Metal Central Machinery Parts for Home Appliance	PCS	 $100.00 	 € 367.00 	 € 86.00 	17		
Customized Plastic Injection Molding Home Appliances Parts	SETS	" $10,000.00 "	" € 36,700.00 "	" € 8,600.00 "	17		
Customized Plastic Injection Molding Home Appliances Parts	SETS	" $10,000.00 "	" € 36,700.00 "	" € 8,600.00 "	17		
Home Appliances Stainless Steel Sheet Metal Stamping Parts	PCS	 $20.00 	 € 73.40 	 € 17.20 	17		
Akx Home Appliance Round Shape BMC Mould Part for Cable Holder	SETS	" $5,500.00 "	" € 20,185.00 "	" € 4,730.00 "	17		
"Electrical Home Appliances, Coolant Air Conditioning Accessories Plastic Parts"	PCS	" $10,000.00 "	" € 36,700.00 "	" € 8,600.00 "	17		
"Mechanical Parts, Used for Home Appliance Equipment"	PCS	 $10.00 	 € 36.70 	 € 8.60 	17		
SLA/SLS/Plastic Home Appliances Spare Parts	PCS	 $11.00 	 € 40.37 	 € 9.46 	17		
Home Appliance Plastic Injection Molding	PCS	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	17		
Precision CNC Milling Machining Aluminum Parts	PCS	 $10.00 	 € 36.70 	 € 8.60 	17		
Rapid Protype for Home Appliances Plastic Parts	PCS	 $99.00 	 € 363.33 	 € 85.14 	17		
Machining Metal Processing CNC Turning Part	PCS	 $100.00 	 € 367.00 	 € 86.00 	17		
PCS/PP/ABS Plastic Injection Prototyping Parts	PCS	 $12.00 	 € 44.04 	 € 10.32 	17		
Home Appliances Spare Parts Maker ABS/Resin Parts	PCS	 $14.00 	 € 51.38 	 € 12.04 	17		
Cold Stamping Metal Parts of Freezer	PCS	 $20.00 	 € 73.40 	 € 17.20 	17		
Prototyping CNC Machining PCS/PMMA	PCS	 $12.00 	 € 44.04 	 € 10.32 	17		
Al6061 Customized High Precision CNC Turning Parts	PCS	 $15.00 	 € 55.05 	 € 12.90 	17		
High Precision Sheet Metal Stamping Part	PCS	 $100.00 	 € 367.00 	 € 86.00 	17		
Spare Aluminum Sheet Metal Machining Parts	PCS	 $10.00 	 € 36.70 	 € 8.60 	17		
SMC Mould Part for Anti-Explosion Telephone Base	SETS	" $4,800.00 "	" € 17,616.00 "	" € 4,128.00 "	17		
"Home Appliance Moulding, Plastic Injection Parts"	PCS	 $50.00 	 € 183.50 	 € 43.00 	17		
"Custom Stamping DiesMachines, Cookers, Ovens."	PCS	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	17		
ABS Made Services Modeling Spare Part for Home Applianc	PCS	 $16.00 	 € 58.72 	 € 13.76 	17		
Precision Sheet Metal Aluminum Stamping Part	PCS	 $100.00 	 € 367.00 	 € 86.00 	17		
Plastic Injection Parts for Automotive & Electronics	PCS	 $600.00 	" € 2,202.00 "	 € 516.00 	17		
Customized Deep Drawing Metal Stamping Parts 	SETS	" $3,500.00 "	" € 12,845.00 "	" € 3,010.00 "	17		
Aluminum6061/7075 Material Part 	PCS	 $16.00 	 € 58.72 	 € 13.76 	17		
Custom Stamping Parts for Home Appliance	PCS	 $100.00 	 € 367.00 	 € 86.00 	17		
Stage Stamping Tooling for Metal Parts 	PCS	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	17		
Customized ABS Modeling for Home Appliance Frame Part	PCS	 $21.00 	 € 77.07 	 € 18.06 	17		
Custom High Precision Hardware Stamping Part	PCS	 $100.00 	 € 367.00 	 € 86.00 	17		
Cold Stamping Sheet Metal Parts of Gas Cooker	PCS	 $10.00 	 € 36.70 	 € 8.60 	17		
ABS Modeling Part for Home Appliances Painting Surface	PCS	 $20.00 	 € 73.40 	 € 17.20 	17		
Custom Made Hardware Sheet Metal Stamping Parts 	PCS	 $100.00 	 € 367.00 	 € 86.00 	17		
Water Heater Metal Stamping Parts 	SETS	" $5,000.00 "	" € 18,350.00 "	" € 4,300.00 "	17		
Customized Bending or Forming Metal Stamping Parts	SETS	 $50.00 	 € 183.50 	 € 43.00 	17		
Single Metal Stamping Die Including Kitchen Aplliance	SETS	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	17		
Hook Tension Spring Auto Spare Part	PCS	 $20.00 	 € 73.40 	 € 17.20 	17		
CO2 Laser Cutting&Engraving Machine Parts 	PCS	" $2,500.00 "	" € 9,175.00 "	" € 2,150.00 "	17		
Manufacturer CNC Turning Parts	TONS	" $3,450.00 "	" € 12,661.50 "	" € 2,967.00 "	17		
CNC Machining Part High Precision Steel Grinding	PCS	 $99.00 	 € 363.33 	 € 85.14 	17		
Construction Hoist Part Steel Gear Rack	PCS	 $30.00 	 € 110.10 	 € 25.80 	17		
Customized High Precision CNC Machined Partsfor Aluminum	BOXES	" $5,000.00 "	" € 18,350.00 "	" € 4,300.00 "	17		
Electric Water Kettle (HB-KT01) with LED Screen Display.	PCS	 $45.00 	 € 165.15 	 € 38.70 	18		
kitchen Electronic Gas Hob 710-N12	PCS	 $48.25 	 € 177.08 	 € 41.50 	18		
Body Ceramic Cooker 2200W 	PCS	 $20.00 	 € 73.40 	 € 17.20 	18		
Wintoo Fast Food - Electric Crisp Machine	PCS	 $75.00 	 € 275.25 	 € 64.50 	18		
50 Inch Fireplace Electric Heater	PCS	 $165.00 	 € 605.55 	 € 141.90 	18		
Air Cleaner Fits Electric Air Conditioner	PCS	 $66.80 	 € 245.16 	 € 57.45 	18		
Electric Ceramic Cooker Gas Heater (JZG5002E)	PCS	 $57.25 	 € 210.11 	 € 49.24 	18		
Electric 1360W Meat Grinder 	PCS	 $25.00 	 € 91.75 	 € 21.50 	18		
Single Burner Induction Cooker 	PCS	 $15.00 	 € 55.05 	 € 12.90 	18		
Electric Coffee Kettle	PCS	 $9.00 	 € 33.03 	 € 7.74 	18		
Smart Ss Electronic Travel Hotel Stainless Steel-Red 220V	PCS	 $16.80 	 € 61.66 	 € 14.45 	18		
Three Burners +One Electric Gas Hob (54011E)	PCS	 $55.00 	 € 201.85 	 € 47.30 	18		
New Design Electric Heating 	PCS	 $199.10 	 € 730.70 	 € 171.23 	18		
Ash Vacuum Cleaner Mac172 HEPA Filter	PCS	 $17.00 	 € 62.39 	 € 14.62 	18		
HEPA Filter Dust Shaking Function	PCS	 $22.00 	 € 80.74 	 € 18.92 	18		
Stainless Steel Tank Tilting 	PCS	" $2,500.00 "	" € 9,175.00 "	" € 2,150.00 "	18		
Gas Hob Household Home Appliance Jzs65003A	PCS	 $42.00 	 € 154.14 	 € 36.12 	18		
7 in 1 Nutrition Blender	PCS	 $50.00 	 € 183.50 	 € 43.00 	18		
Colorful Silicon 12PCS Stainless Steel Cookware SETS	PCS	 $28.50 	 € 104.60 	 € 24.51 	18		
Ceramic Kitchen Knives	SETS	 $15.00 	 € 55.05 	 € 12.90 	18		
Big Home Appliance Portable Tower Fan	PCS	 $22.00 	 € 80.74 	 € 18.92 	18		
Cooker Home Appliance	PCS	 $197.00 	 € 722.99 	 € 169.42 	18		
Manufacturing Floor Sweeper with Motor 20W	PCS	 $140.00 	 € 513.80 	 € 120.40 	18		
Fireproof Ash Vacuum Cleaner Mac185 S/S Tank	PCS	 $17.00 	 € 62.39 	 € 14.62 	18		
Air Fresher with Dust Sensor	PCS	 $66.80 	 € 245.16 	 € 57.45 	18		
" Machine, Snack Machinery (Egg-Biscuit-ROLLS)"	PCS	 $226.50 	 € 831.26 	 € 194.79 	18		
Panel Healthy Radiant Heater (JH-NR18-13A)	PCS	 $140.00 	 € 513.80 	 € 120.40 	18		
High End Ultralight Titanium - Teapot Electrical Kettle	PCS	 $124.92 	 € 458.46 	 € 107.43 	18		
Cast Iron Gas Hob Gas Cooker Jzs85102	PCS	 $55.00 	 € 201.85 	 € 47.30 	18		
Robot Cleaner and Mop	PCS	 $140.00 	 € 513.80 	 € 120.40 	18		
Air Washer with Dust Sensor	PCS	 $66.80 	 € 245.16 	 € 57.45 	18		
Alkaline Office Water Purifier	PCS	 $60.00 	 € 220.20 	 € 51.60 	18		
12PCS Stainless Steel Cookware SETS	PCS	 $29.50 	 € 108.27 	 € 25.37 	18		
Air Washer Bk-02	PCS	 $66.80 	 € 245.16 	 € 57.45 	18		
Bakery Commercial Durable Slicing Cutter Bread 	SETS	 $425.00 	" € 1,559.75 "	 € 365.50 	18		
Modern Cheap Wood Pellet 	PCS	 $550.00 	" € 2,018.50 "	 € 473.00 	18		
Smart Home Appliance of Air Cleaner Bk-02	PCS	 $66.80 	 € 245.16 	 € 57.45 	18		
Tempered Glass Panel Home Appliance Kitehen (R214E)	PCS	 $68.55 	 € 251.58 	 € 58.95 	18		
Luxury Gas Home Appliance for Sale Supply Derectly From Factory	PCS	" $1,015.00 "	" € 3,725.05 "	 € 872.90 	18		
Five Gas Burner Home Appliance (JZS4506A)	PCS	 $68.35 	 € 250.84 	 € 58.78 	18		
Hot Sale Commercial Home Appliance with Ce	PCS	 $265.00 	 € 972.55 	 € 227.90 	18		
8mm Black Tempered Glass Panel (JZS4508)	PCS	 $57.25 	 € 210.11 	 € 49.24 	18		
5 Burner Gas Hob Home Appliance (JZS85803)	PCS	 $70.00 	 € 256.90 	 € 60.20 	18		
Double Doors No Frost Refrigerator (BCD-236W)	BOXES	 $250.00 	 € 917.50 	 € 215.00 	19		
DC 12V Solar Fridge Freezers Refrigerator	PCS	 $267.00 	 € 979.89 	 € 229.62 	19		
12V Mini DC Refrigerator Home Appliances	PCS	 $240.00 	 € 880.80 	 € 206.40 	19		
260L Smad Kitchen Refrigeration  (KD-260F)	PCS	 $180.00 	 € 660.60 	 € 154.80 	19		
Hot Sale Home Appliance Two Doors Refrigerator with Ce	PCS	 $350.00 	" € 1,284.50 "	 € 301.00 	19		
Home Appliance & Refrigerator Stamping Die (C139)	SETS	" $3,500.00 "	" € 12,845.00 "	" € 3,010.00 "	19		
Compressor Fridge 12V Fridge Solar Power Refrigerator	PCS	 $700.00 	" € 2,569.00 "	 € 602.00 	19		
Silent Minibar Mini Refrigerator	PCS	 $130.00 	 € 477.10 	 € 111.80 	19		
12V DC Compressor Freezer Refrigerator	PCS	 $600.00 	" € 2,202.00 "	 € 516.00 	19		
White or Stainless Steel French Door Refrigerator	PCS	 $800.00 	" € 2,936.00 "	 € 688.00 	19		
12V DC Home Appliance Solar Stainless Steel Refrigerator	PCS	 $700.00 	" € 2,569.00 "	 € 602.00 	19		
12V 118L Solar DC Refrigerator for Home	PCS	 $700.00 	" € 2,569.00 "	 € 602.00 	19		
No Frost Double Door Refrigerator with SAA/Meps	PCS	 $220.00 	 € 807.40 	 € 189.20 	19		
Refrigerators Freezer with Icemaker	UNITS	 $550.00 	" € 2,018.50 "	 € 473.00 	19		
Double Ddor Defrost Refrigerator Freezer (BCD-280)	PCS	 $200.00 	 € 734.00 	 € 172.00 	19		
Frost Free French Door Refrigerator	PCS	 $850.00 	" € 3,119.50 "	 € 731.00 	19		
Double-Door Home Used Combi Refrigerator	PCS	 $200.00 	 € 734.00 	 € 172.00 	19		
Double-Door Combi Refrigerator	PCS	 $220.00 	 € 807.40 	 € 189.20 	19		
Upright Automatic Frost Double Door Refrigerator	PCS	 $450.00 	" € 1,651.50 "	 € 387.00 	19		
Kitchen Gas Stove Gas Cooker(JZS4517A)	PCS	 $60.00 	 € 220.20 	 € 51.60 	20		
Two Burner Cooker Use (JZG32002)	PCS	 $33.00 	 € 121.11 	 € 28.38 	20		
Gas Cookware Three Burner (JZG710-13)	PCS	 $42.85 	 € 157.26 	 € 36.85 	20		
Double Brass Burners Gas Stove Jp-Gcg268	PCS	 $18.34 	 € 67.31 	 € 15.77 	20		
No. 641 Kerosene Stove Gas Stove	PCS	 $12.00 	 € 44.04 	 € 10.32 	20		
Cookware Five Burner Gas Stove with Pan Support	PCS	 $80.00 	 € 293.60 	 € 68.80 	20		
Home Appliance Gas Cooker Gas Hob (JZS85210)	PCS	 $55.00 	 € 201.85 	 € 47.30 	20		
Cookware Cast Iron Built in Gas Hob Jzg5868	PCS	 $80.00 	 € 293.60 	 € 68.80 	20		
Gas Burner Gas Hob Gas Cooker Jzg5601c	PCS	 $60.00 	 € 220.20 	 € 51.60 	20		
Gas Cookware Hob Use Sabaf Burner	PCS	 $60.00 	 € 220.20 	 € 51.60 	20		
Consumer Home Appliance Electric + Gas Hob (JZS4509)	BAGS	 $49.55 	 € 181.85 	 € 42.61 	20		
Gas Burner Jzs4505c	PCS	 $60.00 	 € 220.20 	 € 51.60 	20		
60cm Tempered Glass 5 Burners Gas Hob	PCS	 $55.00 	 € 201.85 	 € 47.30 	20		
LPG Gas Hob (JZS4622)	PCS	 $42.00 	 € 154.14 	 € 36.12 	20		
Stainless Steel Panel Built-in Gas Hob (JZS65006)	PCS	 $45.75 	 € 167.90 	 € 39.35 	20		
Gas Hob (JZS-02)	PCS	 $30.00 	 € 110.10 	 € 25.80 	20		
Built- in Gas Hob with Four Burners (JZS4003BEC)	PCS	 $57.25 	 € 210.11 	 € 49.24 	20		
Five Burner Gas Hob with Cast Iron Pan (JZS75003)	PCS	 $64.25 	 € 235.80 	 € 55.26 	20		
Portable Gas Stove	PCS	 $55.00 	 € 201.85 	 € 47.30 	20		
"Gas Oven, Electric Stove"	PCS	 $55.00 	 € 201.85 	 € 47.30 	20		
Gas Stove 5 Burners	PCS	 $60.00 	 € 220.20 	 € 51.60 	20		
Five Burner Gas Cooker (5904)	PCS	 $62.25 	 € 228.46 	 € 53.54 	20		
Gas Stove with Stainless Steel Panel (750-40A)	PCS	 $42.85 	 € 157.26 	 € 36.85 	20		
Glass Gas Cooker	PCS	 $45.00 	 € 165.15 	 € 38.70 	20		
Gas Cooker with 3 Burner	PCS	 $14.75 	 € 54.13 	 € 12.69 	20		
Cooking Range Gas Stove	PCS	 $100.00 	 € 367.00 	 € 86.00 	20		
2 Burners Tempered Glass Gas Stove/Gas Cooker	PCS	 $20.00 	 € 73.40 	 € 17.20 	20		
Sous Vide Machine Precision Cooker	PCS	 $120.00 	 € 440.40 	 € 103.20 	20		
Touch Model Induction Cooker	PCS	 $16.50 	 € 60.56 	 € 14.19 	20		
4 Burner Gas Freestanding Cooker Hotel Gas Stove	PCS	" $1,400.00 "	" € 5,138.00 "	" € 1,204.00 "	20		
Food Processor Jacketed Steam Pressure Cooker	PCS	" $8,500.00 "	" € 31,195.00 "	" € 7,310.00 "	20		
Cooking Equipment 4 Burner LPG Gas Range Cooker	PCS	 $843.00 	" € 3,093.81 "	 € 724.98 	20		
Ce Certificate Freestanding Gas Cooker	PCS	 $100.00 	 € 367.00 	 € 86.00 	20		
Factory Supply Automatice Industrial Work Cooker	SQUARE METERS	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	20		
Commercial Electric Rice Cooker 	SETS	" $8,000.00 "	" € 29,360.00 "	" € 6,880.00 "	20		
One Wok and One Flat Double Burner Induction Cooker	PCS	 $385.00 	" € 1,412.95 "	 € 331.10 	20		
Counter Top Gas Pasta Cooker	PCS	 $350.00 	" € 1,284.50 "	 € 301.00 	20		
Single Plate Induction Cooking Hot Plate Cooker	PCS	 $580.00 	" € 2,128.60 "	 € 498.80 	20		
 Cooking Equipment 4 Burner LPG Gas Range Cooker	PCS	 $843.00 	" € 3,093.81 "	 € 724.98 	20		
Black Tempered Glass Cooker Gas Kitchen (JZG95001B)	PCS	 $68.25 	 € 250.48 	 € 58.70 	20		
Double Rings Two Plates Induction Cooker & Infared Cooker	PCS	 $47.00 	 € 172.49 	 € 40.42 	20		
Heavy Duty Catering Equipment 4 Burner LPG Gas	PCS	 $681.00 	" € 2,499.27 "	 € 585.66 	20		
6-Burner Table Top Gas Range Stainless Steel Cooker (HGR-66)	PCS	 $345.00 	" € 1,266.15 "	 € 296.70 	20		
Good Quality Built-in Gas Cooker Jzs95201	PCS	 $55.00 	 € 201.85 	 € 47.30 	20		
580mm Length Four Burner Gas Home Cooker (JZS4503)	PCS	 $45.50 	 € 166.99 	 € 39.13 	20		
Induction Wok Cooker Hot Pot Soup Fry Induction Cooker	PCS	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	20		
Double Burner Countertop Induction Cooker	PCS	 $311.00 	" € 1,141.37 "	 € 267.46 	20		
Black Built-in Cast Iron Gas Cooker Jzg5708d	PCS	 $60.00 	 € 220.20 	 € 51.60 	20		
Four Burner Stainless Steel Gas Cooker	PCS	 $66.55 	 € 244.24 	 € 57.23 	20		
LPG Built in Gas Hob Cooker Jzg5762	PCS	 $60.00 	 € 220.20 	 € 51.60 	20		
Double Burners Electric Cooktop Induction Cooker	PCS	 $59.00 	 € 216.53 	 € 50.74 	20		
1.6 Ton Small Farm Machinery with Ce	PCS	" $12,000.00 "	" € 44,040.00 "	" € 10,320.00 "	21		
Agriculture Silage Baler Machine	PCS	" $29,000.00 "	" € 106,430.00 "	" € 24,940.00 "	21		
20-50HP Tractor Used Farm Potato Planter Machine (LF-PT32)	SETS	 $500.00 	" € 1,835.00 "	 € 430.00 	21		
"2HP Fish and Shrimp Pond Aerator Farm Machine
"	PCS	 $240.00 	 € 880.80 	 € 206.40 	21		
30HP Farm Tractor Machine	PCS	" $4,600.00 "	" € 16,882.00 "	" € 3,956.00 "	21		
35HP Cheap Farm Machine From Huaxia Factory	SETS	" $4,210.00 "	" € 15,450.70 "	" € 3,620.60 "	21		
"3ZF-6 Agricultural Cultivator Farm 
"	PCS	" $6,000.00 "	" € 22,020.00 "	" € 5,160.00 "	21		
45HP Agricultural Machinery Lawn	PCS	" $5,900.00 "	" € 21,653.00 "	" € 5,074.00 "	21		
4WD Ce Farm Small Tractor Agricultural Machinery	PCS	" $9,000.00 "	" € 33,030.00 "	" € 7,740.00 "	21		
50HP Farm Tractors Farm Machine Farm	PCS	" $5,300.00 "	" € 19,451.00 "	" € 4,558.00 "	21		
55HP Wheeled Farm Tractor Agriculture Machinery	PCS	" $7,000.00 "	" € 25,690.00 "	" € 6,020.00 "	21		
Rice Wheat Mill Machine Agriculture Machinery	PCS	 $250.00 	 € 917.50 	 € 215.00 	21		
70HP Powerful Farm Tractors Garden Tractor Machinery	PCS	" $24,000.00 "	" € 88,080.00 "	" € 20,640.00 "	21		
